iter	RMSE
433	4.04358273
434	4.042906984
435	4.03894639
436	4.036976054
437	4.036104669
438	4.031818111
439	4.028377592
440	4.028133809
441	4.025373924
442	4.025102244
443	4.023753073
444	4.021000642
445	4.019979376
446	4.019710825
447	4.018131332
448	4.013333823
449	4.010707242
450	4.005887588
451	4.002084008
452	3.999254386
453	3.994596396
454	3.992858535
455	3.992595245
456	3.987681843
457	3.984271949
458	3.982191408
459	3.980508542
460	3.978295092
461	3.975218294
462	3.972563933
463	3.969982239
464	3.969695186
465	3.96621738
466	3.963801486
467	3.962815874
468	3.959685885
469	3.95567968
470	3.953996577
471	3.952849799
472	3.950338107
473	3.947341328
474	3.94703137
475	3.944600476
476	3.941874253
477	3.936263379
478	3.93390279
479	3.932824251
480	3.929864603
481	3.925071595
482	3.922758316
483	3.92128629
484	3.918148439
485	3.91796877
486	3.913654875
487	3.90995586
488	3.906053553
489	3.9055371
490	3.905270746
491	3.903609392
492	3.901810495
493	3.898480194
494	3.895978443
495	3.894621843
496	3.892956427
497	3.892278687
498	3.89081633
499	3.885828344
500	3.882046324
501	3.87927397
502	3.875351739
503	3.874301465
504	3.871196842
505	3.868226143
506	3.86697156
507	3.864944222
508	3.862811432
509	3.858236387
510	3.857354644
511	3.854431396
512	3.852732391
513	3.848594165
514	3.848404785
515	3.848147398
516	3.847346495
517	3.844648523
518	3.841174055
519	3.836053664
520	3.830630762
521	3.82818997
522	3.824509725
523	3.822240263
524	3.822055961
525	3.821262702
526	3.8193124
527	3.817355896
528	3.813205999
529	3.81166495
530	3.810599823
531	3.807133651
532	3.805767888
533	3.804504405
534	3.800735502
535	3.798208326
536	3.796379095
537	3.79527555
538	3.795091279
539	3.793025833
540	3.791408313
541	3.790546652
542	3.789358055
543	3.786613348
544	3.784796458
545	3.78455311
546	3.780718315
547	3.777845418
548	3.776790337
549	3.773562247
550	3.769774211
551	3.766113475
552	3.763382487
553	3.762717145
554	3.759724912
555	3.759437627
556	3.756650436
557	3.755900218
558	3.753166523
559	3.750594349
560	3.74800001
561	3.747046759
562	3.745016096
563	3.74427682
564	3.741438198
565	3.741241307
566	3.739471794
567	3.736136918
568	3.735064957
569	3.733215556
570	3.730709428
571	3.730530121
572	3.726569871
573	3.723339355
574	3.721897017
575	3.718761113
576	3.716686936
577	3.716479637
578	3.714928644
579	3.712994233
580	3.709285545
581	3.70850236
582	3.705947801
583	3.704891414
584	3.703380507
585	3.698821755
586	3.697360098
587	3.695538099
588	3.694090019
589	3.690526686
590	3.686606833
591	3.682975263
592	3.679843206
593	3.6765678
594	3.67565285
595	3.672558485
596	3.670232843
597	3.667435416
598	3.666488808
599	3.663489891
600	3.663308131
601	3.660611549
602	3.656115751
603	3.65393483
604	3.651069533
605	3.649746599
606	3.648662767
607	3.645734348
608	3.642163535
609	3.641854082
610	3.640503466
611	3.638196442
612	3.637471187
613	3.635558284
614	3.63308555
615	3.63226357
616	3.630696646
617	3.626780689
618	3.626000933
619	3.623428388
620	3.620554917
621	3.618036563
622	3.616496284
623	3.613277278
624	3.612085578
625	3.610953286
626	3.609141242
627	3.608298044
628	3.605631689
629	3.604541635
630	3.601457993
631	3.598998686
632	3.594933613
633	3.593293412
634	3.590035157
635	3.588038322
636	3.586886654
637	3.584695893
638	3.583687724
639	3.581233308
640	3.579349355
641	3.57569238
642	3.574366507
643	3.5726566
644	3.569958572
645	3.568178976
646	3.565893899
647	3.562425827
648	3.559886252
649	3.558485329
650	3.555732579
651	3.555097345
652	3.553127318
653	3.552731625
654	3.552262991
655	3.550818275
656	3.550479445
657	3.548961274
658	3.548154173
659	3.54757185
660	3.54661501
661	3.544707448
662	3.541543111
663	3.540751059
664	3.536392215
665	3.535018437
666	3.534009618
667	3.530906808
668	3.528072241
669	3.524860941
670	3.520826647
671	3.516922437
672	3.516614877
673	3.514413303
674	3.511465026
675	3.508918738
676	3.507598729
677	3.506368532
678	3.50482471
679	3.503640104
680	3.500555843
681	3.498009652
682	3.496177295
683	3.494192562
684	3.493248413
685	3.489782015
686	3.489260701
687	3.485909961
688	3.484480947
689	3.481949921
690	3.479655409
691	3.47898828
692	3.476461558
693	3.474224049
694	3.472226127
695	3.470391695
696	3.469490346
697	3.466877464
698	3.464939537
699	3.462558536
700	3.461320326
701	3.460270132
702	3.459929012
703	3.457336555
704	3.455134881
705	3.451481101
706	3.448527263
707	3.44701425
708	3.444263218
709	3.441301536
710	3.439518776
711	3.437763187
712	3.435400372
713	3.431746529
714	3.429062589
715	3.42696006
716	3.423515269
717	3.421874506
718	3.42115616
719	3.418987418
720	3.416529756
721	3.413230151
722	3.412728225
723	3.410932422
724	3.40786998
725	3.407716056
726	3.405432019
727	3.403475933
728	3.40250735
729	3.400376351
730	3.399130766
731	3.395759963
732	3.393547558
733	3.391821846
734	3.390420318
735	3.39027625
736	3.387785083
737	3.385779146
738	3.38352341
739	3.381805138
740	3.378474476
741	3.377833848
742	3.375890701
743	3.374727897
744	3.372246591
745	3.372093355
746	3.371814921
747	3.369299653
748	3.366130032
749	3.36398232
750	3.363161714
751	3.360697705
752	3.358012184
753	3.35638174
754	3.354408822
755	3.352778136
756	3.351105785
757	3.349134027
758	3.347380523
759	3.346165842
760	3.34487223
761	3.343921213
762	3.341900963
763	3.340031425
764	3.338246794
765	3.336193479
766	3.335255972
767	3.33301961
768	3.331965986
769	3.329537126
770	3.328101829
771	3.326304919
772	3.326087827
773	3.325973215
774	3.323520441
775	3.321129521
776	3.317162811
777	3.312397451
778	3.310463114
779	3.309164856
780	3.307057352
781	3.304049217
782	3.302430162
783	3.301966789
784	3.298487162
785	3.295894774
786	3.294479382
787	3.291630965
788	3.291514799
789	3.288522002
790	3.287504996
791	3.284712926
792	3.283351457
793	3.282242626
794	3.280297568
795	3.279588404
796	3.277728574
797	3.275601366
798	3.272933745
799	3.272400553
800	3.270149378
801	3.267137124
802	3.26438471
803	3.260391754
804	3.259499863
805	3.256029379
806	3.25483926
807	3.252635293
808	3.251175211
809	3.250564279
810	3.250385217
811	3.249062604
812	3.246859931
813	3.244960717
814	3.244155641
815	3.243172823
816	3.243032278
817	3.242930207
818	3.24185282
819	3.241746281
820	3.241226652
821	3.239119535
822	3.237804247
823	3.235854617
824	3.234394587
825	3.232918203
826	3.231813664
827	3.228595879
828	3.226815977
829	3.225485141
830	3.225381631
831	3.224811953
832	3.221932725
833	3.220293185
834	3.219174518
835	3.2171494
836	3.216502734
837	3.21533853
838	3.212965483
839	3.212125503
840	3.209992936
841	3.209222984
842	3.20846484
843	3.207623346
844	3.206581126
845	3.204587018
846	3.204475234
847	3.203065635
848	3.201365223
849	3.199561625
850	3.197924639
851	3.197426879
852	3.194507876
853	3.193625786
854	3.191549872
855	3.189600747
856	3.187671067
857	3.185569645
858	3.183890229
859	3.181498051
860	3.181398292
861	3.178540864
862	3.178011927
863	3.176887214
864	3.175913324
865	3.174412118
866	3.172192092
867	3.171583844
868	3.170534453
869	3.168703124
870	3.167762892
871	3.16513551
872	3.163437436
873	3.16148037
874	3.159157372
875	3.156799547
876	3.156365408
877	3.154458678
878	3.15270498
879	3.148614336
880	3.147889894
881	3.1471918
882	3.146234397
883	3.14358773
884	3.139797132
885	3.138487516
886	3.136421761
887	3.134438103
888	3.134328313
889	3.134037425
890	3.131859134
891	3.13008423
892	3.127887358
893	3.125572016
894	3.12455721
895	3.123932516
896	3.121802596
897	3.120304155
898	3.119687722
899	3.118645113
900	3.117896879
901	3.115659245
902	3.114897067
903	3.11333408
904	3.112339787
905	3.112221411
906	3.110695211
907	3.108939064
908	3.108846237
909	3.106908648
910	3.106007844
911	3.104333915
912	3.102434363
913	3.098401482
914	3.097061569
915	3.095971564
916	3.094641659
917	3.09307275
918	3.092687834
919	3.091390648
920	3.090207174
921	3.087602016
922	3.085279885
923	3.083623777
924	3.082624862
925	3.081580229
926	3.081060189
927	3.08094879
928	3.0792504
929	3.077564
930	3.076580221
931	3.076419445
932	3.074525686
933	3.073605549
934	3.072066686
935	3.070914534
936	3.069468018
937	3.069058167
938	3.068951732
939	3.067676228
940	3.066846799
941	3.06678633
942	3.065145579
943	3.062827258
944	3.062724898
945	3.062223481
946	3.061587914
947	3.060728533
948	3.058828791
949	3.058611406
950	3.057897272
951	3.056943542
952	3.055174352
953	3.053034782
954	3.052973755
955	3.051207913
956	3.049876585
957	3.047350983
958	3.045819705
959	3.045367014
960	3.045313028
961	3.044434338
962	3.042700443
963	3.041406439
964	3.040616672
965	3.040295568
966	3.038554625
967	3.03749384
968	3.037413887
969	3.036300271
970	3.034012607
971	3.032653245
972	3.031748954
973	3.02995655
974	3.027952328
975	3.027360585
976	3.02585717
977	3.02348173
978	3.022377154
979	3.020262362
980	3.017027505
981	3.016276686
982	3.014121987
983	3.012926379
984	3.011091576
985	3.010432152
986	3.007899307
987	3.007098786
988	3.007006571
989	3.005603824
990	3.003998382
991	3.003200295
992	3.001619942
993	3.000976263
994	2.9990259
995	2.998025966
996	2.996699445
997	2.995324523
998	2.994550562
999	2.994187437
